A,B,C
830.0,702903.0,c
865.0,153835.0,k
30.0,421108.0,f
670.0,83392.0,l
423.0,196608.0,b
814.0,528138.0,g
197.0,995132.0,l
438.0,874618.0,a
795.0,316483.0,l
282.0,513855.0,h
85.0,205829.0,c
171.0,365666.0,k
285.0,621987.0,h
192.0,204513.0,f
810.0,86521.0,h
801.0,685099.0,e
458.0,209247.0,g
447.0,231070.0,e
793.0,6247.0,f
18.0,252131.0,g
186.0,241537.0,f
853.0,198812.0,h
139.0,581993.0,l
764.0,802769.0,d
692.0,650459.0,h
925.0,207473.0,j
776.0,944035.0,k
867.0,17236.0,j
463.0,239339.0,i
938.0,229260.0,g
968.0,54590.0,f
85.0,299790.0,b
189.0,740757.0,j
312.0,991375.0,g
213.0,840156.0,f
691.0,824812.0,f
309.0,958343.0,k
455.0,252754.0,h
882.0,867106.0,k
613.0,449930.0,e
378.0,291753.0,k
474.0,369652.0,i
149.0,419949.0,k
445.0,991878.0,f
791.0,22366.0,l
864.0,366569.0,k
233.0,945004.0,h
90.0,739126.0,a
401.0,656668.0,k
243.0,968996.0,l
782.0,172967.0,e
196.0,960959.0,a
161.0,941485.0,g
133.0,665135.0,c
940.0,112906.0,f
777.0,209785.0,h
656.0,434981.0,k
747.0,953792.0,i
7.0,256695.0,k
890.0,109009.0,b
582.0,495616.0,i
666.0,275582.0,i
500.0,35802.0,a
123.0,833394.0,k
105.0,589008.0,d
958.0,616597.0,d
413.0,897774.0,h
319.0,65095.0,a
622.0,142690.0,c
635.0,971093.0,e
160.0,487147.0,i
270.0,566684.0,c
232.0,322629.0,h
496.0,506145.0,e
375.0,311414.0,b
252.0,688099.0,g
407.0,945894.0,f
779.0,256776.0,a
362.0,86311.0,i
791.0,871013.0,l
521.0,77233.0,e
46.0,894843.0,g
55.0,426521.0,g
412.0,819757.0,a
869.0,992938.0,k
721.0,874223.0,f
741.0,452883.0,d
390.0,756814.0,e
459.0,250201.0,f
113.0,388851.0,f
469.0,540559.0,b
734.0,384332.0,a
522.0,315562.0,a
139.0,604983.0,i
575.0,178099.0,l
742.0,482236.0,i
253.0,82915.0,b
957.0,859136.0,b
774.0,685299.0,h
144.0,665010.0,g
211.0,290717.0,c
527.0,724481.0,k
142.0,940101.0,l
76.0,571513.0,a
978.0,679363.0,k
277.0,97083.0,l
735.0,627731.0,a
690.0,123151.0,f
333.0,961558.0,h
825.0,534820.0,l
954.0,839735.0,c
858.0,279351.0,i
85.0,947808.0,c
845.0,541563.0,l
396.0,431268.0,k
34.0,93840.0,a
76.0,562126.0,i
54.0,943131.0,e
444.0,800655.0,i
750.0,335246.0,l
200.0,923033.0,c
416.0,184370.0,f
988.0,426104.0,a
573.0,740057.0,k
108.0,464727.0,f
174.0,77877.0,f
415.0,752934.0,c
328.0,590688.0,j
779.0,968401.0,g
420.0,908576.0,c
642.0,883269.0,g
821.0,892822.0,e
236.0,767168.0,j
531.0,794931.0,d
976.0,17411.0,l
111.0,307471.0,e
366.0,824635.0,i
656.0,866693.0,e
635.0,344570.0,i
573.0,185418.0,c
428.0,115983.0,c
897.0,540470.0,d
228.0,184738.0,k
967.0,478457.0,i
210.0,310691.0,l
732.0,326086.0,g
510.0,672924.0,a
687.0,203800.0,j
170.0,619095.0,i
166.0,441378.0,a
256.0,860284.0,d
209.0,478728.0,e
843.0,427977.0,b
490.0,536496.0,j
131.0,278011.0,h
963.0,5450.0,e
435.0,218385.0,j
91.0,49289.0,j
539.0,973378.0,i
649.0,184404.0,a
167.0,263106.0,k
156.0,549995.0,e
981.0,903063.0,l
422.0,490674.0,e
281.0,939776.0,b
843.0,32246.0,e
831.0,635734.0,j
820.0,779781.0,f
111.0,673211.0,l
377.0,548454.0,c
87.0,324095.0,d
167.0,246590.0,c
882.0,833989.0,l
504.0,815730.0,e
761.0,384528.0,j
603.0,228152.0,b
752.0,508775.0,a
242.0,870712.0,i
389.0,752043.0,e
242.0,527395.0,c
84.0,343074.0,d
196.0,158480.0,e
94.0,390718.0,k
119.0,21983.0,g
946.0,426040.0,k
815.0,117593.0,a
841.0,981826.0,g
375.0,315304.0,i
155.0,132241.0,h
215.0,140059.0,g
232.0,270223.0,d
224.0,748814.0,j
980.0,762101.0,h
932.0,715376.0,h
742.0,945662.0,g
356.0,541659.0,b
28.0,917545.0,a
51.0,399205.0,k
314.0,558827.0,j
797.0,72679.0,e
342.0,813423.0,e
717.0,545477.0,a
34.0,707940.0,b
350.0,472020.0,h
366.0,275385.0,b
249.0,232362.0,e
9.0,221377.0,j
202.0,413984.0,l
956.0,898495.0,i
508.0,778670.0,h
210.0,366331.0,i
340.0,159767.0,i
533.0,761523.0,d
280.0,110495.0,g
149.0,659827.0,c
183.0,422030.0,h
129.0,998866.0,l
320.0,851720.0,f
145.0,791827.0,a
36.0,276992.0,a
831.0,482990.0,f
302.0,961111.0,f
676.0,581406.0,d
243.0,593251.0,e
540.0,534475.0,g
567.0,373330.0,g
722.0,366670.0,f
833.0,187637.0,j
157.0,132271.0,k
101.0,395148.0,e
781.0,204582.0,a
592.0,428556.0,i
632.0,627866.0,l
278.0,735222.0,i
850.0,766863.0,f
209.0,229424.0,e
67.0,516693.0,g
626.0,27063.0,f
343.0,953759.0,g
132.0,345504.0,l
82.0,3963.0,e
235.0,399229.0,k
766.0,172223.0,d
154.0,376164.0,k
296.0,685778.0,f
339.0,149638.0,e
896.0,132517.0,c
794.0,77698.0,i
939.0,541296.0,b
287.0,370383.0,c
126.0,277977.0,k
374.0,773321.0,b
230.0,512491.0,i
671.0,748552.0,a
456.0,401274.0,f
803.0,586471.0,i
41.0,826617.0,l
882.0,548323.0,f
36.0,191552.0,b
575.0,612853.0,g
844.0,197539.0,g
407.0,574526.0,i
71.0,153258.0,i
840.0,49589.0,i
334.0,286481.0,i
996.0,225125.0,h
928.0,323323.0,d
401.0,460570.0,e
652.0,569678.0,h
952.0,338206.0,d
930.0,431468.0,i
304.0,310975.0,a
924.0,327744.0,b
710.0,286710.0,e
662.0,414130.0,a
572.0,255867.0,l
631.0,996151.0,d
609.0,780697.0,b
46.0,172301.0,e
151.0,547390.0,d
519.0,415611.0,c
297.0,30969.0,h
639.0,899174.0,d
965.0,705823.0,g
956.0,582383.0,c
650.0,536036.0,d
928.0,386435.0,g
539.0,321224.0,d
226.0,520128.0,c
707.0,380665.0,h
113.0,792528.0,e
533.0,440135.0,h
985.0,830584.0,c
273.0,251111.0,a
311.0,451858.0,j
391.0,48179.0,i
18.0,22482.0,d
716.0,172437.0,a
253.0,62328.0,b
198.0,972151.0,h
285.0,431876.0,d
704.0,862461.0,h
617.0,640983.0,a
522.0,807084.0,b
599.0,711651.0,a
568.0,970072.0,a
345.0,465713.0,j
493.0,592383.0,i
341.0,885252.0,j
950.0,392247.0,g
496.0,494278.0,j
438.0,993932.0,f
69.0,234848.0,g
956.0,319110.0,l
474.0,469296.0,h
348.0,875992.0,a
374.0,948045.0,d
573.0,684804.0,b
214.0,82771.0,k
968.0,367576.0,i
516.0,459395.0,k
609.0,361151.0,h
80.0,797188.0,c
620.0,896680.0,b
940.0,563480.0,c
499.0,380272.0,a
148.0,771582.0,c
245.0,930797.0,c
347.0,459269.0,a
709.0,304407.0,h
625.0,79368.0,k
421.0,720706.0,l
647.0,483439.0,l
877.0,882222.0,c
709.0,9685.0,d
221.0,116684.0,c
970.0,931745.0,b
264.0,671772.0,d
316.0,390877.0,e
258.0,747458.0,e
904.0,226661.0,g
483.0,40470.0,d
878.0,238907.0,h
552.0,335812.0,j
420.0,508540.0,k
906.0,520446.0,b
670.0,676407.0,g
895.0,718800.0,k
446.0,163571.0,g
689.0,921513.0,k
74.0,942800.0,g
636.0,76142.0,i
570.0,20389.0,h
809.0,550958.0,d
473.0,947307.0,f
545.0,622839.0,k
848.0,670201.0,h
516.0,767151.0,i
540.0,797644.0,l
166.0,339274.0,h
119.0,458174.0,a
982.0,351085.0,d
865.0,379576.0,c
173.0,650817.0,d
980.0,29118.0,g
363.0,78527.0,d
318.0,187312.0,c
117.0,131727.0,d
900.0,174331.0,i
274.0,717226.0,a
777.0,74610.0,d
268.0,572472.0,k
891.0,51822.0,a
733.0,143468.0,d
603.0,330249.0,e
967.0,479360.0,i
642.0,463194.0,f
372.0,551375.0,i
794.0,260920.0,b
239.0,232546.0,g
872.0,854563.0,h
822.0,448155.0,j
572.0,946862.0,c
630.0,756956.0,d
493.0,636738.0,l
732.0,883719.0,d
793.0,434879.0,j
191.0,104802.0,k
690.0,101719.0,a
354.0,982330.0,k
355.0,65865.0,e
790.0,335938.0,g
542.0,895295.0,c
690.0,700836.0,l
743.0,332949.0,c
857.0,536336.0,c
788.0,117561.0,k
690.0,133072.0,h
276.0,650585.0,b
680.0,225331.0,g
66.0,644083.0,j
284.0,68952.0,j
756.0,806902.0,j
904.0,779699.0,g
217.0,181256.0,e
99.0,658514.0,f
585.0,531355.0,c
880.0,465406.0,a
245.0,174298.0,b
609.0,808876.0,l
58.0,299294.0,d
411.0,69364.0,j
266.0,61068.0,e
870.0,688665.0,f
274.0,185428.0,c
129.0,684178.0,c
814.0,816628.0,l
974.0,69067.0,e
224.0,658987.0,h
377.0,218096.0,c
288.0,204990.0,g
581.0,469135.0,d
677.0,755212.0,l
232.0,947242.0,b
116.0,314609.0,l
626.0,85681.0,c
916.0,365719.0,c
542.0,67783.0,k
111.0,187603.0,a
287.0,250005.0,g
526.0,952331.0,h
205.0,966865.0,i
666.0,373825.0,b
278.0,534250.0,g
317.0,541776.0,e
954.0,291347.0,e
127.0,992887.0,e
958.0,79773.0,b
934.0,510483.0,e
993.0,34025.0,i
952.0,587648.0,c
175.0,651687.0,g
327.0,358623.0,k
392.0,809927.0,j
720.0,398740.0,b
476.0,82842.0,g
725.0,125284.0,g
121.0,837433.0,c
325.0,784852.0,j
592.0,306567.0,c
574.0,92573.0,d
475.0,352545.0,l
340.0,526557.0,j
777.0,365843.0,l
857.0,399629.0,d
400.0,451426.0,g
177.0,679403.0,l
110.0,282772.0,i
211.0,202600.0,h
196.0,259593.0,k
771.0,96529.0,c
383.0,200694.0,h
333.0,504712.0,d
270.0,326336.0,i
692.0,952156.0,b
58.0,713005.0,h
182.0,649544.0,b
484.0,313872.0,c
701.0,883724.0,k
14.0,221515.0,j
538.0,89324.0,j
95.0,117500.0,f
451.0,437607.0,c
154.0,611272.0,f
701.0,563978.0,j
222.0,338549.0,l
622.0,640648.0,l
305.0,375628.0,f
794.0,952427.0,c
315.0,228401.0,k
95.0,103002.0,a
487.0,681389.0,a
878.0,30553.0,j
565.0,537821.0,k
509.0,576960.0,j
242.0,204405.0,i
569.0,784599.0,d
694.0,451089.0,j
159.0,411908.0,k
632.0,317467.0,g
684.0,187243.0,h
997.0,998064.0,c
909.0,421724.0,j
149.0,845473.0,i
143.0,222607.0,c
618.0,599706.0,h
769.0,723335.0,l
758.0,472667.0,h
679.0,698845.0,h
538.0,441719.0,e
315.0,223786.0,k
810.0,955660.0,l
678.0,675959.0,d
209.0,324745.0,c
862.0,733448.0,h
63.0,508564.0,i
155.0,729708.0,e
677.0,801126.0,k
317.0,744737.0,e
700.0,117296.0,f
277.0,45576.0,k
112.0,515039.0,h
583.0,574219.0,d
879.0,758082.0,l
913.0,98137.0,e
424.0,168255.0,b
974.0,238370.0,j
594.0,563919.0,f
770.0,394274.0,e
282.0,104312.0,d
451.0,18971.0,e
46.0,868507.0,e
933.0,173323.0,l
323.0,573256.0,i
677.0,143800.0,i
497.0,882597.0,f
333.0,37569.0,h
201.0,214301.0,h
200.0,807217.0,a
181.0,966807.0,i
85.0,841939.0,k
528.0,361695.0,a
461.0,482360.0,a
105.0,511307.0,j
747.0,902549.0,k
967.0,874531.0,a
474.0,259997.0,h
353.0,987226.0,g
432.0,686365.0,f
189.0,747260.0,c
925.0,189101.0,d
994.0,65700.0,h
475.0,480723.0,k
594.0,644321.0,l
794.0,290194.0,e
471.0,831144.0,g
76.0,529985.0,g
886.0,305129.0,g
898.0,816371.0,g
536.0,852442.0,h
28.0,471265.0,h
954.0,33114.0,f
218.0,942050.0,b
443.0,825203.0,i
252.0,494324.0,g
537.0,189367.0,a
40.0,862734.0,k
54.0,661169.0,b
897.0,409832.0,f
388.0,427523.0,h
94.0,251212.0,h
742.0,83976.0,j
504.0,740071.0,f
513.0,720466.0,l
828.0,231328.0,g
557.0,223790.0,i
689.0,725618.0,f
806.0,3820.0,k
281.0,812659.0,i
807.0,337719.0,a
659.0,843769.0,k
452.0,961104.0,k
513.0,223798.0,k
754.0,719967.0,f
992.0,24691.0,j
683.0,68756.0,h
348.0,82451.0,i
925.0,737620.0,j
231.0,340104.0,l
265.0,558180.0,c
50.0,843651.0,g
463.0,459562.0,e
230.0,756118.0,h
8.0,619649.0,g
768.0,528930.0,k
351.0,37490.0,l
533.0,854091.0,k
652.0,180522.0,l
358.0,359585.0,g
468.0,857740.0,b
977.0,612091.0,d
620.0,716827.0,f
113.0,191095.0,e
642.0,292546.0,c
334.0,469562.0,g
540.0,869513.0,i
35.0,433124.0,k
815.0,96799.0,g
728.0,713859.0,c
115.0,349069.0,g
610.0,999544.0,k
199.0,779565.0,e
714.0,439723.0,h
637.0,372390.0,e
596.0,223762.0,j
204.0,848413.0,l
358.0,837437.0,g
631.0,511661.0,i
269.0,890692.0,f
44.0,856402.0,c
269.0,583829.0,d
3.0,323394.0,f
254.0,249769.0,k
381.0,547853.0,i
178.0,896262.0,l
542.0,857997.0,c
94.0,857854.0,f
965.0,100623.0,i
400.0,677943.0,d
755.0,116146.0,a
241.0,683607.0,b
746.0,301284.0,k
356.0,367413.0,j
441.0,861727.0,b
631.0,161410.0,h
31.0,392700.0,h
474.0,740733.0,l
403.0,208985.0,b
253.0,443824.0,k
776.0,713298.0,c
261.0,793731.0,e
623.0,168274.0,h
645.0,492616.0,g
901.0,407396.0,a
597.0,956826.0,i
690.0,733603.0,i
42.0,182944.0,j
993.0,758493.0,l
459.0,241573.0,d
197.0,324216.0,g
664.0,348217.0,f
529.0,601118.0,h
121.0,940486.0,f
970.0,913957.0,i
498.0,630253.0,l
762.0,744948.0,c
876.0,53017.0,l
906.0,656969.0,a
89.0,328552.0,i
180.0,451990.0,i
235.0,720314.0,i
944.0,474482.0,h
321.0,990741.0,j
579.0,662389.0,k
289.0,212389.0,i
696.0,186545.0,h
452.0,803228.0,i
57.0,209032.0,d
772.0,706818.0,d
982.0,367674.0,d
552.0,446416.0,a
817.0,327200.0,h
690.0,828717.0,d
199.0,189335.0,b
556.0,11430.0,d
789.0,985800.0,b
62.0,250916.0,i
358.0,645875.0,h
71.0,469066.0,a
898.0,71014.0,f
315.0,873808.0,k
256.0,251225.0,h
684.0,125405.0,d
779.0,958494.0,j
887.0,256795.0,f
433.0,777237.0,g
560.0,282601.0,k
69.0,968603.0,a
501.0,568901.0,b
199.0,596083.0,f
314.0,365248.0,k
921.0,92533.0,b
132.0,798218.0,j
906.0,796461.0,j
482.0,914517.0,d
115.0,408321.0,f
665.0,913605.0,g
380.0,971708.0,l
851.0,786495.0,a
616.0,422773.0,l
87.0,604833.0,b
566.0,433828.0,f
21.0,665752.0,e
646.0,288265.0,k
768.0,364728.0,c
820.0,487382.0,e
99.0,608840.0,j
753.0,796302.0,a
286.0,807317.0,e
997.0,514073.0,a
952.0,39858.0,a
884.0,612527.0,j
626.0,229869.0,l
224.0,493211.0,d
270.0,282441.0,d
440.0,96741.0,h
535.0,940147.0,c
663.0,53649.0,c
542.0,471812.0,i
198.0,95398.0,f
644.0,740869.0,k
488.0,353132.0,i
815.0,929761.0,a
240.0,440868.0,d
574.0,657931.0,d
561.0,529774.0,c
98.0,543675.0,f
547.0,278411.0,l
449.0,122527.0,a
688.0,311027.0,a
283.0,843081.0,b
995.0,238901.0,c
674.0,718223.0,c
176.0,772105.0,a
363.0,734680.0,f
290.0,145444.0,l
612.0,7969.0,k
882.0,958826.0,e
103.0,281280.0,f
54.0,326269.0,h
678.0,895044.0,j
985.0,739691.0,c
938.0,506342.0,b
257.0,467928.0,d
105.0,950015.0,e
175.0,704891.0,j
864.0,510413.0,f
854.0,476698.0,d
939.0,349740.0,a
673.0,36919.0,i
32.0,921214.0,j
912.0,494340.0,l
487.0,810245.0,l
806.0,271675.0,e
526.0,810680.0,g
983.0,685553.0,g
384.0,405749.0,c
383.0,629867.0,f
351.0,466738.0,c
728.0,462801.0,a
360.0,18765.0,e
603.0,380922.0,h
190.0,951032.0,i
781.0,766661.0,g
853.0,122339.0,h
699.0,471352.0,a
145.0,178093.0,b
976.0,636413.0,h
606.0,406356.0,k
431.0,849580.0,a
149.0,497658.0,a
104.0,250830.0,k
966.0,110344.0,d
31.0,622462.0,c
547.0,530342.0,e
526.0,617928.0,f
246.0,505343.0,h
256.0,75328.0,k
635.0,295807.0,a
602.0,506993.0,d
581.0,158534.0,b
952.0,680802.0,f
832.0,499844.0,l
255.0,7276.0,l
78.0,479829.0,c
837.0,765581.0,i
606.0,580455.0,k
690.0,436416.0,a
294.0,322002.0,d
894.0,865888.0,d
787.0,838109.0,i
504.0,856784.0,b
900.0,224700.0,b
960.0,181779.0,j
157.0,793582.0,b
917.0,638434.0,f
355.0,973789.0,f
37.0,248048.0,f
457.0,375787.0,b
627.0,366960.0,a
898.0,10936.0,j
496.0,221757.0,i
315.0,242879.0,j
28.0,297374.0,b
553.0,729492.0,i
712.0,534110.0,c
712.0,206202.0,k
473.0,419167.0,b
761.0,953301.0,g
691.0,472721.0,c
307.0,522319.0,c
471.0,909770.0,a
934.0,375961.0,c
304.0,716098.0,d
343.0,372090.0,g
231.0,358892.0,e
292.0,878245.0,k
616.0,610137.0,i
313.0,623152.0,a
660.0,979909.0,k
703.0,237493.0,k
3.0,603011.0,f
405.0,394843.0,l
987.0,979482.0,g
321.0,348199.0,g
255.0,910252.0,i
716.0,252476.0,g
96.0,424917.0,g
716.0,437701.0,k
226.0,21021.0,b
686.0,137336.0,h
827.0,925909.0,h
101.0,411786.0,k
651.0,681112.0,j
605.0,392592.0,c
356.0,107842.0,i
632.0,446193.0,i
599.0,429373.0,k
631.0,753573.0,g
189.0,831573.0,j
169.0,662171.0,c
104.0,608993.0,a
293.0,175849.0,h
564.0,575367.0,c
593.0,537269.0,c
822.0,456961.0,k
49.0,681608.0,i
577.0,645828.0,h
340.0,303817.0,d
822.0,142373.0,k
841.0,467875.0,g
603.0,651041.0,l
382.0,680154.0,d
810.0,303609.0,k
98.0,59643.0,l
616.0,73601.0,i
748.0,986949.0,l
258.0,597070.0,g
233.0,575508.0,d
745.0,537555.0,i
487.0,560563.0,b
925.0,502287.0,h
365.0,416761.0,e
827.0,752555.0,f
688.0,416503.0,i
91.0,825595.0,i
721.0,813660.0,c
453.0,428767.0,a
690.0,956544.0,f
934.0,667199.0,l
933.0,857618.0,i
313.0,796995.0,e
921.0,78666.0,j
454.0,16608.0,i
962.0,50154.0,e
10.0,102926.0,a
798.0,18935.0,i
432.0,180609.0,a
754.0,323758.0,k
725.0,421376.0,h
516.0,90456.0,i
677.0,766106.0,d
969.0,62410.0,k
19.0,491231.0,e
772.0,740225.0,h
236.0,868642.0,f
949.0,802280.0,f
78.0,746120.0,j
77.0,23203.0,h
574.0,151356.0,b
454.0,115489.0,i
506.0,106999.0,f
104.0,807252.0,k
658.0,673098.0,j
524.0,250900.0,e
138.0,293689.0,c
639.0,309572.0,c
652.0,543095.0,a
523.0,882879.0,k
928.0,135705.0,d
851.0,458967.0,h
806.0,396808.0,e
386.0,919037.0,l
386.0,207763.0,f
110.0,807247.0,k
737.0,911471.0,a
537.0,949741.0,b
642.0,907018.0,a
999.0,456342.0,a
152.0,553016.0,d
255.0,135898.0,e
395.0,129974.0,b
529.0,444881.0,g
870.0,69267.0,d
810.0,413582.0,f
311.0,335660.0,d
407.0,626573.0,f
58.0,791102.0,c
273.0,849531.0,e
358.0,654421.0,f
506.0,352786.0,f
200.0,252585.0,h
609.0,674131.0,i
614.0,927123.0,g
705.0,162402.0,i
152.0,763781.0,l
430.0,290030.0,g
751.0,923488.0,f
909.0,345021.0,d
378.0,960433.0,c
874.0,641380.0,f
949.0,931334.0,l
547.0,863445.0,i
744.0,9632.0,b
198.0,438609.0,g
263.0,917525.0,c
794.0,883717.0,j
13.0,636713.0,b
208.0,847470.0,e
301.0,443122.0,e
422.0,680012.0,c
614.0,586454.0,d
149.0,753891.0,k
293.0,380784.0,a
606.0,284017.0,g
492.0,920574.0,d
28.0,667104.0,i
713.0,387613.0,g
727.0,537249.0,l
759.0,317940.0,d
298.0,784009.0,a
302.0,706335.0,e
890.0,352520.0,j
988.0,749305.0,g
105.0,490901.0,k
647.0,630911.0,j
441.0,469978.0,e
338.0,595529.0,i
870.0,704643.0,a
10.0,299814.0,a
187.0,13467.0,g
259.0,591384.0,b
304.0,386979.0,k
643.0,739349.0,k
993.0,296548.0,i
864.0,468787.0,d
249.0,144730.0,c
785.0,941275.0,d
738.0,842998.0,k
65.0,240858.0,a
984.0,8326.0,k
680.0,291884.0,e
434.0,911161.0,h
826.0,96603.0,g
770.0,299921.0,a
617.0,143890.0,d
474.0,652590.0,k
927.0,482042.0,e
375.0,355639.0,f
610.0,799471.0,d
864.0,106189.0,a
944.0,922878.0,l
64.0,208702.0,d
424.0,161004.0,g
142.0,766336.0,c
718.0,811934.0,c
917.0,722269.0,b
463.0,637425.0,d
665.0,411401.0,h
868.0,836105.0,b
5.0,892765.0,f
852.0,932081.0,k
79.0,794041.0,d
173.0,353754.0,d
73.0,142188.0,j
347.0,390387.0,h
617.0,899310.0,e
910.0,855137.0,a
321.0,255180.0,i
739.0,646881.0,l
712.0,85298.0,l
36.0,265785.0,h
159.0,581092.0,d
340.0,567409.0,g
331.0,188202.0,k
945.0,718527.0,k
483.0,991652.0,a
978.0,438369.0,b
903.0,893697.0,j
676.0,701940.0,h
314.0,421361.0,h
937.0,203049.0,j
606.0,706056.0,g
2.0,363421.0,e
704.0,199348.0,k
432.0,775550.0,b
826.0,977031.0,a
769.0,739444.0,b
833.0,63914.0,e
404.0,185683.0,g
688.0,188424.0,c
264.0,607052.0,d
765.0,283404.0,j
183.0,704756.0,c
984.0,783445.0,l
724.0,199164.0,c
886.0,981238.0,c
124.0,205406.0,k
12.0,239012.0,b
216.0,692632.0,c
403.0,572694.0,k
646.0,571043.0,f
396.0,741999.0,k
773.0,148824.0,d
836.0,410738.0,d
703.0,330761.0,f
576.0,284625.0,l
71.0,918633.0,e
481.0,580902.0,e
627.0,927957.0,h
92.0,288330.0,c
580.0,255755.0,b
62.0,947238.0,l
512.0,284363.0,e
824.0,778256.0,f
996.0,503183.0,h
24.0,571646.0,i
147.0,446962.0,a
728.0,628322.0,a
887.0,920412.0,b
872.0,362130.0,h
912.0,107285.0,c
685.0,463250.0,f
637.0,419835.0,j
908.0,147725.0,l
903.0,340648.0,b
367.0,535559.0,c
51.0,256771.0,j
751.0,897225.0,a
122.0,356422.0,h
426.0,599517.0,c
561.0,958005.0,g
274.0,542843.0,e
522.0,377263.0,h
2.0,671056.0,g
456.0,438543.0,g
769.0,340854.0,c
556.0,497299.0,e
109.0,415123.0,h
56.0,337108.0,h
445.0,206192.0,g
348.0,21644.0,l
976.0,27598.0,g
169.0,289432.0,i
180.0,4468.0,d
972.0,244262.0,g
260.0,579837.0,h
442.0,141621.0,a
163.0,251972.0,j
45.0,380594.0,c
483.0,70686.0,c
979.0,918494.0,i
974.0,828775.0,j
161.0,73138.0,a
356.0,427967.0,g
501.0,920911.0,g
183.0,878031.0,g
249.0,568994.0,j
416.0,640739.0,a
648.0,193671.0,k
457.0,856227.0,e
232.0,662536.0,b
899.0,756519.0,l
30.0,192932.0,a
158.0,426086.0,d
138.0,451107.0,k
954.0,306547.0,h
679.0,102549.0,f
768.0,182693.0,h
429.0,767075.0,l
381.0,821897.0,l
395.0,223462.0,h
583.0,334806.0,k
720.0,196986.0,l
220.0,415190.0,k
393.0,133039.0,h
770.0,600695.0,c
964.0,405598.0,c
641.0,408542.0,h
212.0,136179.0,c
495.0,377043.0,j
39.0,556819.0,k
42.0,687747.0,k
707.0,252415.0,k
705.0,30953.0,l
814.0,555912.0,d
913.0,410550.0,l
808.0,178748.0,c
104.0,38002.0,j
979.0,559205.0,d
987.0,333264.0,e
478.0,914958.0,a
713.0,97801.0,l
643.0,575656.0,c
877.0,633675.0,c
371.0,989668.0,g
105.0,729865.0,e
941.0,225987.0,g
205.0,913068.0,a
169.0,873604.0,a
181.0,848353.0,b
883.0,923391.0,d
318.0,990413.0,c
701.0,86489.0,g
85.0,612174.0,e
964.0,82237.0,i
140.0,497125.0,e
108.0,221923.0,d
222.0,279893.0,a
334.0,725213.0,k
771.0,229614.0,h
571.0,37396.0,d
765.0,654633.0,c
220.0,10795.0,i
258.0,188466.0,l
520.0,966280.0,i
464.0,668627.0,l
52.0,263263.0,k
179.0,659178.0,e
141.0,862551.0,k
230.0,227311.0,h
615.0,535897.0,i
726.0,122839.0,g
385.0,716795.0,h
724.0,770857.0,g
190.0,630603.0,f
284.0,952065.0,f
521.0,651613.0,i
615.0,790791.0,d
636.0,878338.0,e
549.0,257643.0,f
198.0,210607.0,f
497.0,798512.0,h
189.0,324397.0,d
126.0,721026.0,k
10.0,926325.0,b
532.0,487668.0,h
497.0,894130.0,c
786.0,755003.0,l
803.0,571101.0,l
7.0,440733.0,i
734.0,111006.0,l
103.0,436035.0,a
931.0,253679.0,k
887.0,618349.0,i
880.0,727079.0,k
954.0,469001.0,j
188.0,983777.0,g
893.0,413756.0,e
224.0,557562.0,c
399.0,831828.0,c
480.0,708357.0,j
129.0,275543.0,a
106.0,678869.0,h
417.0,624119.0,i
982.0,920540.0,c
644.0,84393.0,d
882.0,480890.0,f
444.0,980359.0,k
322.0,776512.0,h
436.0,244423.0,i
722.0,667372.0,b
503.0,595727.0,i
933.0,677390.0,e
27.0,439853.0,i
144.0,650725.0,k
740.0,187668.0,h
432.0,246053.0,a
706.0,403568.0,k
423.0,4568.0,g
988.0,17646.0,e
769.0,10437.0,g
24.0,478217.0,i
212.0,844297.0,c
470.0,75275.0,f
242.0,114828.0,b
260.0,453643.0,d
391.0,709178.0,g
196.0,627392.0,k
227.0,552316.0,e
836.0,588256.0,k
345.0,998906.0,e
461.0,853249.0,g
15.0,786857.0,c
49.0,92625.0,g
544.0,885866.0,c
115.0,299511.0,b
219.0,429880.0,h
893.0,798969.0,g
869.0,610011.0,k
842.0,950896.0,e
400.0,346325.0,j
31.0,430598.0,e
816.0,410842.0,d
367.0,291226.0,l
855.0,437807.0,d
727.0,894087.0,h
20.0,993122.0,f
642.0,792340.0,k
583.0,16619.0,b
912.0,254501.0,h
345.0,50422.0,d
636.0,667049.0,f
93.0,715621.0,k
312.0,868282.0,e
969.0,212375.0,a
536.0,613908.0,i
765.0,463207.0,i
991.0,493520.0,k
468.0,28421.0,g
655.0,131199.0,j
624.0,101980.0,f
97.0,411517.0,h
20.0,779852.0,i
450.0,908039.0,b
576.0,682310.0,l
304.0,552365.0,d
622.0,391438.0,f
778.0,456035.0,j
379.0,703635.0,g
797.0,960794.0,f
813.0,110465.0,c
501.0,955680.0,i
715.0,966131.0,l
1.0,701126.0,h
884.0,554865.0,h
638.0,958143.0,a
377.0,903198.0,h
146.0,445693.0,g
826.0,337183.0,b
623.0,851457.0,h
344.0,101925.0,d
808.0,53764.0,k
754.0,731584.0,j
838.0,190566.0,e
56.0,452138.0,e
330.0,514036.0,e
364.0,628999.0,l
782.0,181493.0,f
637.0,140879.0,e
633.0,721893.0,f
438.0,525448.0,h
732.0,72312.0,e
232.0,946223.0,h
974.0,732835.0,a
963.0,820772.0,k
439.0,88260.0,d
264.0,733698.0,b
222.0,448211.0,c
807.0,735270.0,f
94.0,191385.0,b
747.0,841075.0,i
